"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","% Total Population: Under 5 Years","% Total Population: 5 to 9 Years","% Total Population: 10 to 14 Years","% Total Population: 15 to 17 Years","% Total Population: 18 to 24 Years","% Total Population: 25 to 34 Years","% Total Population: 35 to 44 Years","% Total Population: 45 to 54 Years","% Total Population: 55 to 64 Years","% Total Population: 65 to 74 Years","% Total Population: 75 to 84 Years","% Total Population: 85 Years and Over"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"ACSSF","ca","140","00","0005770",,,,,"06","037",,,"482801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482801","Census Tract 4828.01",,,"Census Tract 4828.01, Los Angeles County, California","06037482801","3165244","0",,,,,,,,4141,200,295,217,125,222,478,809,365,568,418,281,163,4.83,7.12,5.24,3.02,5.36,11.54,19.54,8.81,13.72,10.09,6.79,3.94
"ACSSF","ca","140","00","0005771",,,,,"06","037",,,"500100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500100","Census Tract 5001",,,"Census Tract 5001, Los Angeles County, California","06037500100","10048680","3985",,,,,,,,3747,148,151,288,121,382,345,465,469,547,432,240,159,3.95,4.03,7.69,3.23,10.19,9.21,12.41,12.52,14.6,11.53,6.41,4.24
"ACSSF","ca","140","00","0005772",,,,,"06","037",,,"500202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500202","Census Tract 5002.02",,,"Census Tract 5002.02, Los Angeles County, California","06037500202","6345541","11705",,,,,,,,5058,246,219,403,91,371,586,608,732,691,579,349,183,4.86,4.33,7.97,1.8,7.33,11.59,12.02,14.47,13.66,11.45,6.9,3.62
"ACSSF","ca","140","00","0005773",,,,,"06","037",,,"500203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500203","Census Tract 5002.03",,,"Census Tract 5002.03, Los Angeles County, California","06037500203","1870108","0",,,,,,,,4229,346,214,221,105,370,374,501,618,675,284,246,275,8.18,5.06,5.23,2.48,8.75,8.84,11.85,14.61,15.96,6.72,5.82,6.5
"ACSSF","ca","140","00","0005774",,,,,"06","037",,,"500204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500204","Census Tract 5002.04",,,"Census Tract 5002.04, Los Angeles County, California","06037500204","5316959","755",,,,,,,,2287,79,104,182,105,63,147,254,428,299,477,111,38,3.45,4.55,7.96,4.59,2.75,6.43,11.11,18.71,13.07,20.86,4.85,1.66
"ACSSF","ca","140","00","0005775",,,,,"06","037",,,"500300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500300","Census Tract 5003",,,"Census Tract 5003, Los Angeles County, California","06037500300","8820301","137276",,,,,,,,2818,86,157,80,47,130,267,318,451,469,600,177,36,3.05,5.57,2.84,1.67,4.61,9.47,11.28,16,16.64,21.29,6.28,1.28
"ACSSF","ca","140","00","0005776",,,,,"06","037",,,"500402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500402","Census Tract 5004.02",,,"Census Tract 5004.02, Los Angeles County, California","06037500402","1335853","0",,,,,,,,5020,230,308,385,273,487,493,639,780,839,212,292,82,4.58,6.14,7.67,5.44,9.7,9.82,12.73,15.54,16.71,4.22,5.82,1.63
"ACSSF","ca","140","00","0005777",,,,,"06","037",,,"500403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500403","Census Tract 5004.03",,,"Census Tract 5004.03, Los Angeles County, California","06037500403","1999716","200985",,,,,,,,3451,147,192,170,222,308,342,413,463,532,293,157,212,4.26,5.56,4.93,6.43,8.92,9.91,11.97,13.42,15.42,8.49,4.55,6.14
"ACSSF","ca","140","00","0005778",,,,,"06","037",,,"500404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500404","Census Tract 5004.04",,,"Census Tract 5004.04, Los Angeles County, California","06037500404","1172017","0",,,,,,,,4091,154,46,298,95,288,409,647,588,656,551,306,53,3.76,1.12,7.28,2.32,7.04,10,15.82,14.37,16.04,13.47,7.48,1.3
"ACSSF","ca","140","00","0005779",,,,,"06","037",,,"500500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500500","Census Tract 5005",,,"Census Tract 5005, Los Angeles County, California","06037500500","645194","23163",,,,,,,,2993,135,88,217,233,260,449,374,486,325,182,174,70,4.51,2.94,7.25,7.78,8.69,15,12.5,16.24,10.86,6.08,5.81,2.34
"ACSSF","ca","140","00","0005780",,,,,"06","037",,,"500600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500600","Census Tract 5006",,,"Census Tract 5006, Los Angeles County, California","06037500600","1180798","2321",,,,,,,,5452,139,284,473,493,706,594,930,791,448,233,309,52,2.55,5.21,8.68,9.04,12.95,10.9,17.06,14.51,8.22,4.27,5.67,0.95
"ACSSF","ca","140","00","0005781",,,,,"06","037",,,"500700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500700","Census Tract 5007",,,"Census Tract 5007, Los Angeles County, California","06037500700","2595407","652906",,,,,,,,7102,249,401,458,323,762,1093,792,1072,733,468,348,403,3.51,5.65,6.45,4.55,10.73,15.39,11.15,15.09,10.32,6.59,4.9,5.67
"ACSSF","ca","140","00","0005782",,,,,"06","037",,,"500800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500800","Census Tract 5008",,,"Census Tract 5008, Los Angeles County, California","06037500800","1825349","124267",,,,,,,,5156,412,193,294,232,502,789,697,506,815,348,290,78,7.99,3.74,5.7,4.5,9.74,15.3,13.52,9.81,15.81,6.75,5.62,1.51
"ACSSF","ca","140","00","0005783",,,,,"06","037",,,"500900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500900","Census Tract 5009",,,"Census Tract 5009, Los Angeles County, California","06037500900","1473010","115356",,,,,,,,5837,79,481,306,327,721,848,595,714,678,709,191,188,1.35,8.24,5.24,5.6,12.35,14.53,10.19,12.23,11.62,12.15,3.27,3.22
"ACSSF","ca","140","00","0005784",,,,,"06","037",,,"501001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501001","Census Tract 5010.01",,,"Census Tract 5010.01, Los Angeles County, California","06037501001","716469","0",,,,,,,,3131,236,153,245,230,344,424,401,418,314,221,102,43,7.54,4.89,7.82,7.35,10.99,13.54,12.81,13.35,10.03,7.06,3.26,1.37
"ACSSF","ca","140","00","0005785",,,,,"06","037",,,"501002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501002","Census Tract 5010.02",,,"Census Tract 5010.02, Los Angeles County, California","06037501002","1473034","0",,,,,,,,4710,147,346,218,183,480,726,623,694,737,294,195,67,3.12,7.35,4.63,3.89,10.19,15.41,13.23,14.73,15.65,6.24,4.14,1.42
"ACSSF","ca","140","00","0005786",,,,,"06","037",,,"501200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501200","Census Tract 5012",,,"Census Tract 5012, Los Angeles County, California","06037501200","1406046","0",,,,,,,,5065,289,490,386,288,448,414,856,805,416,349,223,101,5.71,9.67,7.62,5.69,8.85,8.17,16.9,15.89,8.21,6.89,4.4,1.99
"ACSSF","ca","140","00","0005787",,,,,"06","037",,,"501301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501301","Census Tract 5013.01",,,"Census Tract 5013.01, Los Angeles County, California","06037501301","863521","690",,,,,,,,3050,153,203,102,74,169,621,372,455,304,269,145,183,5.02,6.66,3.34,2.43,5.54,20.36,12.2,14.92,9.97,8.82,4.75,6
"ACSSF","ca","140","00","0005788",,,,,"06","037",,,"501302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501302","Census Tract 5013.02",,,"Census Tract 5013.02, Los Angeles County, California","06037501302","1143273","0",,,,,,,,4378,220,319,261,152,404,626,663,479,543,558,72,81,5.03,7.29,5.96,3.47,9.23,14.3,15.14,10.94,12.4,12.75,1.64,1.85
"ACSSF","ca","140","00","0005789",,,,,"06","037",,,"501400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501400","Census Tract 5014",,,"Census Tract 5014, Los Angeles County, California","06037501400","1061249","0",,,,,,,,3360,226,230,195,94,340,468,663,387,428,194,68,67,6.73,6.85,5.8,2.8,10.12,13.93,19.73,11.52,12.74,5.77,2.02,1.99
"ACSSF","ca","140","00","0005790",,,,,"06","037",,,"501501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501501","Census Tract 5015.01",,,"Census Tract 5015.01, Los Angeles County, California","06037501501","6330617","16327",,,,,,,,2122,49,73,74,55,159,239,251,338,367,303,159,55,2.31,3.44,3.49,2.59,7.49,11.26,11.83,15.93,17.3,14.28,7.49,2.59
"ACSSF","ca","140","00","0005791",,,,,"06","037",,,"501503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501503","Census Tract 5015.03",,,"Census Tract 5015.03, Los Angeles County, California","06037501503","804801","0",,,,,,,,5747,368,344,558,240,537,1092,919,551,533,400,105,100,6.4,5.99,9.71,4.18,9.34,19,15.99,9.59,9.27,6.96,1.83,1.74
"ACSSF","ca","140","00","0005792",,,,,"06","037",,,"501504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501504","Census Tract 5015.04",,,"Census Tract 5015.04, Los Angeles County, California","06037501504","745545","0",,,,,,,,3377,152,271,122,145,183,564,464,517,244,291,261,163,4.5,8.02,3.61,4.29,5.42,16.7,13.74,15.31,7.23,8.62,7.73,4.83
"ACSSF","ca","140","00","0005793",,,,,"06","037",,,"501600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501600","Census Tract 5016",,,"Census Tract 5016, Los Angeles County, California","06037501600","10301201","10502",,,,,,,,7168,386,371,446,391,1255,807,821,659,927,684,348,73,5.39,5.18,6.22,5.45,17.51,11.26,11.45,9.19,12.93,9.54,4.85,1.02
"ACSSF","ca","140","00","0005794",,,,,"06","037",,,"501700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501700","Census Tract 5017",,,"Census Tract 5017, Los Angeles County, California","06037501700","1392280","0",,,,,,,,3788,208,325,187,146,305,369,568,555,474,314,120,217,5.49,8.58,4.94,3.85,8.05,9.74,14.99,14.65,12.51,8.29,3.17,5.73
"ACSSF","ca","140","00","0005795",,,,,"06","037",,,"501802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501802","Census Tract 5018.02",,,"Census Tract 5018.02, Los Angeles County, California","06037501802","775417","0",,,,,,,,3339,253,165,302,128,249,311,662,444,373,139,188,125,7.58,4.94,9.04,3.83,7.46,9.31,19.83,13.3,11.17,4.16,5.63,3.74
"ACSSF","ca","140","00","0005796",,,,,"06","037",,,"501803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501803","Census Tract 5018.03",,,"Census Tract 5018.03, Los Angeles County, California","06037501803","592458","0",,,,,,,,4410,434,229,206,296,356,1075,650,407,495,153,65,44,9.84,5.19,4.67,6.71,8.07,24.38,14.74,9.23,11.22,3.47,1.47,1
"ACSSF","ca","140","00","0005797",,,,,"06","037",,,"501804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501804","Census Tract 5018.04",,,"Census Tract 5018.04, Los Angeles County, California","06037501804","532320","0",,,,,,,,2309,228,149,144,75,190,365,447,285,148,140,88,50,9.87,6.45,6.24,3.25,8.23,15.81,19.36,12.34,6.41,6.06,3.81,2.17
"ACSSF","ca","140","00","0005798",,,,,"06","037",,,"501900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501900","Census Tract 5019",,,"Census Tract 5019, Los Angeles County, California","06037501900","1393504","0",,,,,,,,4389,252,199,318,200,637,473,536,647,470,397,206,54,5.74,4.53,7.25,4.56,14.51,10.78,12.21,14.74,10.71,9.05,4.69,1.23
"ACSSF","ca","140","00","0005799",,,,,"06","037",,,"502003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502003","Census Tract 5020.03",,,"Census Tract 5020.03, Los Angeles County, California","06037502003","643593","0",,,,,,,,2557,124,108,266,106,307,364,353,405,274,167,41,42,4.85,4.22,10.4,4.15,12.01,14.24,13.81,15.84,10.72,6.53,1.6,1.64
"ACSSF","ca","140","00","0005800",,,,,"06","037",,,"502004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502004","Census Tract 5020.04",,,"Census Tract 5020.04, Los Angeles County, California","06037502004","1334930","0",,,,,,,,4380,236,306,390,229,586,580,576,499,490,254,200,34,5.39,6.99,8.9,5.23,13.38,13.24,13.15,11.39,11.19,5.8,4.57,0.78
"ACSSF","ca","140","00","0005801",,,,,"06","037",,,"502005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502005","Census Tract 5020.05",,,"Census Tract 5020.05, Los Angeles County, California","06037502005","1042468","0",,,,,,,,4911,256,416,400,270,451,832,741,556,472,298,165,54,5.21,8.47,8.14,5.5,9.18,16.94,15.09,11.32,9.61,6.07,3.36,1.1
"ACSSF","ca","140","00","0005802",,,,,"06","037",,,"502100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502100","Census Tract 5021",,,"Census Tract 5021, Los Angeles County, California","06037502100","1936985","0",,,,,,,,4889,198,367,281,203,301,766,617,718,592,397,170,279,4.05,7.51,5.75,4.15,6.16,15.67,12.62,14.69,12.11,8.12,3.48,5.71
"ACSSF","ca","140","00","0005803",,,,,"06","037",,,"502200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502200","Census Tract 5022",,,"Census Tract 5022, Los Angeles County, California","06037502200","1737123","0",,,,,,,,7078,441,424,395,158,645,1554,746,1044,909,447,224,91,6.23,5.99,5.58,2.23,9.11,21.96,10.54,14.75,12.84,6.32,3.16,1.29
"ACSSF","ca","140","00","0005804",,,,,"06","037",,,"502303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502303","Census Tract 5023.03",,,"Census Tract 5023.03, Los Angeles County, California","06037502303","2331858","0",,,,,,,,8883,623,531,746,368,698,1543,1207,859,1059,544,497,208,7.01,5.98,8.4,4.14,7.86,17.37,13.59,9.67,11.92,6.12,5.59,2.34
"ACSSF","ca","140","00","0005805",,,,,"06","037",,,"502401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502401","Census Tract 5024.01",,,"Census Tract 5024.01, Los Angeles County, California","06037502401","945481","0",,,,,,,,5211,431,374,404,142,477,648,846,748,527,292,231,91,8.27,7.18,7.75,2.73,9.15,12.44,16.23,14.35,10.11,5.6,4.43,1.75
"ACSSF","ca","140","00","0005806",,,,,"06","037",,,"502402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502402","Census Tract 5024.02",,,"Census Tract 5024.02, Los Angeles County, California","06037502402","806529","99583",,,,,,,,3578,173,174,202,102,311,489,491,392,495,451,216,82,4.84,4.86,5.65,2.85,8.69,13.67,13.72,10.96,13.83,12.6,6.04,2.29
"ACSSF","ca","140","00","0005807",,,,,"06","037",,,"502500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502500","Census Tract 5025",,,"Census Tract 5025, Los Angeles County, California","06037502500","3707186","108070",,,,,,,,4038,66,291,265,163,431,556,608,636,471,340,145,66,1.63,7.21,6.56,4.04,10.67,13.77,15.06,15.75,11.66,8.42,3.59,1.63
"ACSSF","ca","140","00","0005808",,,,,"06","037",,,"502602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502602","Census Tract 5026.02",,,"Census Tract 5026.02, Los Angeles County, California","06037502602","1263481","0",,,,,,,,4194,197,217,243,204,527,719,523,486,476,338,184,80,4.7,5.17,5.79,4.86,12.57,17.14,12.47,11.59,11.35,8.06,4.39,1.91
"ACSSF","ca","140","00","0005809",,,,,"06","037",,,"502603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502603","Census Tract 5026.03",,,"Census Tract 5026.03, Los Angeles County, California","06037502603","950544","35075",,,,,,,,3394,188,154,222,145,408,431,534,378,308,403,119,104,5.54,4.54,6.54,4.27,12.02,12.7,15.73,11.14,9.07,11.87,3.51,3.06
"ACSSF","ca","140","00","0005810",,,,,"06","037",,,"502604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502604","Census Tract 5026.04",,,"Census Tract 5026.04, Los Angeles County, California","06037502604","851708","130302",,,,,,,,3921,163,303,167,97,293,610,554,483,739,332,144,36,4.16,7.73,4.26,2.47,7.47,15.56,14.13,12.32,18.85,8.47,3.67,0.92
"ACSSF","ca","140","00","0005811",,,,,"06","037",,,"502700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502700","Census Tract 5027",,,"Census Tract 5027, Los Angeles County, California","06037502700","6945743","0",,,,,,,,7429,362,386,529,352,923,971,1022,1000,934,484,203,263,4.87,5.2,7.12,4.74,12.42,13.07,13.76,13.46,12.57,6.52,2.73,3.54
"ACSSF","ca","140","00","0005812",,,,,"06","037",,,"502801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502801","Census Tract 5028.01",,,"Census Tract 5028.01, Los Angeles County, California","06037502801","2227744","0",,,,,,,,6687,366,215,668,278,633,1075,748,856,925,479,322,122,5.47,3.22,9.99,4.16,9.47,16.08,11.19,12.8,13.83,7.16,4.82,1.82
"ACSSF","ca","140","00","0005813",,,,,"06","037",,,"502901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502901","Census Tract 5029.01",,,"Census Tract 5029.01, Los Angeles County, California","06037502901","1247226","0",,,,,,,,5942,299,369,336,156,654,1104,567,1041,727,390,121,178,5.03,6.21,5.65,2.63,11.01,18.58,9.54,17.52,12.23,6.56,2.04,3
"ACSSF","ca","140","00","0005814",,,,,"06","037",,,"503000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503000","Census Tract 5030",,,"Census Tract 5030, Los Angeles County, California","06037503000","1328698","0",,,,,,,,6164,403,240,412,182,750,1251,927,984,728,201,74,12,6.54,3.89,6.68,2.95,12.17,20.3,15.04,15.96,11.81,3.26,1.2,0.19
"ACSSF","ca","140","00","0005815",,,,,"06","037",,,"503103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503103","Census Tract 5031.03",,,"Census Tract 5031.03, Los Angeles County, California","06037503103","1085381","3860",,,,,,,,5320,294,381,302,251,521,823,802,617,746,296,221,66,5.53,7.16,5.68,4.72,9.79,15.47,15.08,11.6,14.02,5.56,4.15,1.24
"ACSSF","ca","140","00","0005816",,,,,"06","037",,,"503104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503104","Census Tract 5031.04",,,"Census Tract 5031.04, Los Angeles County, California","06037503104","541380","5382",,,,,,,,2600,225,157,238,105,274,330,368,440,231,116,108,8,8.65,6.04,9.15,4.04,10.54,12.69,14.15,16.92,8.88,4.46,4.15,0.31
"ACSSF","ca","140","00","0005817",,,,,"06","037",,,"503105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503105","Census Tract 5031.05",,,"Census Tract 5031.05, Los Angeles County, California","06037503105","1097005","13573",,,,,,,,3536,313,271,318,181,311,657,369,479,182,251,121,83,8.85,7.66,8.99,5.12,8.8,18.58,10.44,13.55,5.15,7.1,3.42,2.35
"ACSSF","ca","140","00","0005818",,,,,"06","037",,,"503106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503106","Census Tract 5031.06",,,"Census Tract 5031.06, Los Angeles County, California","06037503106","924881","0",,,,,,,,3770,187,196,241,313,373,632,577,432,468,183,25,143,4.96,5.2,6.39,8.3,9.89,16.76,15.31,11.46,12.41,4.85,0.66,3.79
"ACSSF","ca","140","00","0005819",,,,,"06","037",,,"503201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503201","Census Tract 5032.01",,,"Census Tract 5032.01, Los Angeles County, California","06037503201","1344850","0",,,,,,,,3876,122,270,232,220,497,499,560,493,409,285,153,136,3.15,6.97,5.99,5.68,12.82,12.87,14.45,12.72,10.55,7.35,3.95,3.51
"ACSSF","ca","140","00","0005820",,,,,"06","037",,,"503202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503202","Census Tract 5032.02",,,"Census Tract 5032.02, Los Angeles County, California","06037503202","1140900","0",,,,,,,,4788,221,415,411,140,572,525,713,461,672,407,195,56,4.62,8.67,8.58,2.92,11.95,10.96,14.89,9.63,14.04,8.5,4.07,1.17
"ACSSF","ca","140","00","0005821",,,,,"06","037",,,"503301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503301","Census Tract 5033.01",,,"Census Tract 5033.01, Los Angeles County, California","06037503301","1091386","0",,,,,,,,3755,211,162,340,147,328,431,450,639,574,316,95,62,5.62,4.31,9.05,3.91,8.74,11.48,11.98,17.02,15.29,8.42,2.53,1.65
"ACSSF","ca","140","00","0005822",,,,,"06","037",,,"503302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503302","Census Tract 5033.02",,,"Census Tract 5033.02, Los Angeles County, California","06037503302","1545870","0",,,,,,,,6192,485,267,568,277,931,953,786,587,719,415,137,67,7.83,4.31,9.17,4.47,15.04,15.39,12.69,9.48,11.61,6.7,2.21,1.08
"ACSSF","ca","140","00","0005823",,,,,"06","037",,,"503401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503401","Census Tract 5034.01",,,"Census Tract 5034.01, Los Angeles County, California","06037503401","1952318","0",,,,,,,,7288,318,382,494,344,631,926,1341,812,999,498,281,262,4.36,5.24,6.78,4.72,8.66,12.71,18.4,11.14,13.71,6.83,3.86,3.59
"ACSSF","ca","140","00","0005824",,,,,"06","037",,,"503402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503402","Census Tract 5034.02",,,"Census Tract 5034.02, Los Angeles County, California","06037503402","1617388","0",,,,,,,,3979,166,378,288,124,335,515,614,496,534,355,97,77,4.17,9.5,7.24,3.12,8.42,12.94,15.43,12.47,13.42,8.92,2.44,1.94
"ACSSF","ca","140","00","0005825",,,,,"06","037",,,"503501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503501","Census Tract 5035.01",,,"Census Tract 5035.01, Los Angeles County, California","06037503501","1540996","0",,,,,,,,6955,340,578,600,293,813,998,1099,1012,650,305,199,68,4.89,8.31,8.63,4.21,11.69,14.35,15.8,14.55,9.35,4.39,2.86,0.98
"ACSSF","ca","140","00","0005826",,,,,"06","037",,,"503502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503502","Census Tract 5035.02",,,"Census Tract 5035.02, Los Angeles County, California","06037503502","1223302","0",,,,,,,,4338,270,305,379,292,309,602,719,542,440,358,83,39,6.22,7.03,8.74,6.73,7.12,13.88,16.57,12.49,10.14,8.25,1.91,0.9
"ACSSF","ca","140","00","0005827",,,,,"06","037",,,"503601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503601","Census Tract 5036.01",,,"Census Tract 5036.01, Los Angeles County, California","06037503601","1391335","0",,,,,,,,4145,111,253,276,118,320,552,533,504,686,339,253,200,2.68,6.1,6.66,2.85,7.72,13.32,12.86,12.16,16.55,8.18,6.1,4.83
"ACSSF","ca","140","00","0005828",,,,,"06","037",,,"503602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503602","Census Tract 5036.02",,,"Census Tract 5036.02, Los Angeles County, California","06037503602","3282153","19960",,,,,,,,3855,60,117,420,121,327,522,392,595,542,428,255,76,1.56,3.04,10.89,3.14,8.48,13.54,10.17,15.43,14.06,11.1,6.61,1.97
"ACSSF","ca","140","00","0005829",,,,,"06","037",,,"503701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503701","Census Tract 5037.01",,,"Census Tract 5037.01, Los Angeles County, California","06037503701","1157805","0",,,,,,,,4581,248,344,241,110,383,700,649,638,446,337,370,115,5.41,7.51,5.26,2.4,8.36,15.28,14.17,13.93,9.74,7.36,8.08,2.51
"ACSSF","ca","140","00","0005830",,,,,"06","037",,,"503702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503702","Census Tract 5037.02",,,"Census Tract 5037.02, Los Angeles County, California","06037503702","1665223","0",,,,,,,,5414,298,322,420,341,533,552,842,870,515,404,167,150,5.5,5.95,7.76,6.3,9.84,10.2,15.55,16.07,9.51,7.46,3.08,2.77
