Census_Tract_ID,Geographic Identifier,Area Name,Qualifying Name,Area (Land),Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,% Total Population: Under 5 Years,% Total Population: 55 to 64 Years,% Total Population: 65 to 74 Years,% Total Population: 75 to 84 Years,% Total Population: 85 Years and Over
CT_ID_TXT,Geo_GEOID,Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,SE_A01001_001,SE_A01001_002,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
06037218300,14000US06037218300,Census Tract 2183,"Census Tract 2183, Los Angeles County, California",891391,9418,5863,317,260,198,71,5.41,12.69,4.43,3.38,1.21
06037218400,14000US06037218400,Census Tract 2184,"Census Tract 2184, Los Angeles County, California",656666,0,4433,300,197,154,47,6.77,13.33,4.44,3.47,1.06
06037218500,14000US06037218500,Census Tract 2185,"Census Tract 2185, Los Angeles County, California",523255,0,2679,128,187,141,25,4.78,10.3,6.98,5.26,0.93
06037218600,14000US06037218600,Census Tract 2186,"Census Tract 2186, Los Angeles County, California",430627,0,2964,152,157,115,73,5.13,11.27,5.3,3.88,2.46
06037218701,14000US06037218701,Census Tract 2187.01,"Census Tract 2187.01, Los Angeles County, California",549903,0,2117,60,111,84,56,2.83,15.54,5.24,3.97,2.65
06037218702,14000US06037218702,Census Tract 2187.02,"Census Tract 2187.02, Los Angeles County, California",359671,0,2333,111,260,38,23,4.76,12.6,11.14,1.63,0.99
06037218800,14000US06037218800,Census Tract 2188,"Census Tract 2188, Los Angeles County, California",411643,0,2591,156,447,25,45,6.02,8.72,17.25,0.96,1.74
06037218900,14000US06037218900,Census Tract 2189,"Census Tract 2189, Los Angeles County, California",703403,0,5683,350,512,69,23,6.16,12.11,9.01,1.21,0.4
06037219010,14000US06037219010,Census Tract 2190.10,"Census Tract 2190.10, Los Angeles County, California",440857,0,3042,68,264,202,8,2.24,13.12,8.68,6.64,0.26
06037219020,14000US06037219020,Census Tract 2190.20,"Census Tract 2190.20, Los Angeles County, California",726495,0,5221,374,293,235,60,7.16,9.9,5.61,4.5,1.15
06037219300,14000US06037219300,Census Tract 2193,"Census Tract 2193, Los Angeles County, California",651811,0,3826,207,209,109,40,5.41,13.75,5.46,2.85,1.05
06037219500,14000US06037219500,Census Tract 2195,"Census Tract 2195, Los Angeles County, California",557587,0,1930,143,246,97,118,7.41,14.82,12.75,5.03,6.11
06037219700,14000US06037219700,Census Tract 2197,"Census Tract 2197, Los Angeles County, California",1092488,0,4473,77,285,17,41,1.72,13.82,6.37,0.38,0.92
06037219800,14000US06037219800,Census Tract 2198,"Census Tract 2198, Los Angeles County, California",446134,0,3000,141,163,47,50,4.7,10.03,5.43,1.57,1.67
06037219901,14000US06037219901,Census Tract 2199.01,"Census Tract 2199.01, Los Angeles County, California",524891,0,4693,193,74,89,32,4.11,7.5,1.58,1.9,0.68
06037219902,14000US06037219902,Census Tract 2199.02,"Census Tract 2199.02, Los Angeles County, California",798150,2669,3307,95,235,121,47,2.87,10.67,7.11,3.66,1.42
06037220000,14000US06037220000,Census Tract 2200,"Census Tract 2200, Los Angeles County, California",971788,0,4472,101,599,106,93,2.26,10.04,13.39,2.37,2.08
06037220100,14000US06037220100,Census Tract 2201,"Census Tract 2201, Los Angeles County, California",979773,1590,2508,100,190,111,128,3.99,17.74,7.58,4.43,5.1
06037221110,14000US06037221110,Census Tract 2211.10,"Census Tract 2211.10, Los Angeles County, California",234230,0,3539,152,154,193,40,4.29,10.37,4.35,5.45,1.13
06037221120,14000US06037221120,Census Tract 2211.20,"Census Tract 2211.20, Los Angeles County, California",317503,0,3038,98,160,45,51,3.23,11.69,5.27,1.48,1.68
06037221210,14000US06037221210,Census Tract 2212.10,"Census Tract 2212.10, Los Angeles County, California",358791,0,3278,137,187,106,86,4.18,9.91,5.7,3.23,2.62
06037221220,14000US06037221220,Census Tract 2212.20,"Census Tract 2212.20, Los Angeles County, California",659399,0,3126,141,126,188,22,4.51,12.25,4.03,6.01,0.7
06037221302,14000US06037221302,Census Tract 2213.02,"Census Tract 2213.02, Los Angeles County, California",462145,0,3932,152,155,128,102,3.87,10.3,3.94,3.26,2.59
06037221303,14000US06037221303,Census Tract 2213.03,"Census Tract 2213.03, Los Angeles County, California",233968,0,2448,165,68,84,37,6.74,10.74,2.78,3.43,1.51
06037221304,14000US06037221304,Census Tract 2213.04,"Census Tract 2213.04, Los Angeles County, California",227251,0,3849,305,198,72,242,7.92,9.56,5.14,1.87,6.29
06037221401,14000US06037221401,Census Tract 2214.01,"Census Tract 2214.01, Los Angeles County, California",542311,0,3233,172,298,227,253,5.32,18.43,9.22,7.02,7.83
06037221402,14000US06037221402,Census Tract 2214.02,"Census Tract 2214.02, Los Angeles County, California",532313,0,2941,217,264,212,121,7.38,11.49,8.98,7.21,4.11
06037221500,14000US06037221500,Census Tract 2215,"Census Tract 2215, Los Angeles County, California",380722,0,3542,210,218,247,104,5.93,11.01,6.15,6.97,2.94
06037221601,14000US06037221601,Census Tract 2216.01,"Census Tract 2216.01, Los Angeles County, California",369898,0,3008,117,200,44,24,3.89,15.76,6.65,1.46,0.8
06037221602,14000US06037221602,Census Tract 2216.02,"Census Tract 2216.02, Los Angeles County, California",522794,0,2649,119,226,82,15,4.49,6.68,8.53,3.1,0.57
06037221710,14000US06037221710,Census Tract 2217.10,"Census Tract 2217.10, Los Angeles County, California",327983,0,2878,92,251,106,74,3.2,8.2,8.72,3.68,2.57
06037221810,14000US06037221810,Census Tract 2218.10,"Census Tract 2218.10, Los Angeles County, California",304336,0,2744,53,79,84,27,1.93,4.74,2.88,3.06,0.98
06037221820,14000US06037221820,Census Tract 2218.20,"Census Tract 2218.20, Los Angeles County, California",204263,0,2298,19,100,33,29,0.83,6.61,4.35,1.44,1.26
06037221900,14000US06037221900,Census Tract 2219,"Census Tract 2219, Los Angeles County, California",410027,0,3839,49,105,125,63,1.28,3.88,2.74,3.26,1.64
06037222001,14000US06037222001,Census Tract 2220.01,"Census Tract 2220.01, Los Angeles County, California",474298,0,2957,97,185,88,30,3.28,9.13,6.26,2.98,1.01
06037222002,14000US06037222002,Census Tract 2220.02,"Census Tract 2220.02, Los Angeles County, California",655705,0,5094,256,385,85,167,5.03,11.68,7.56,1.67,3.28
06037222100,14000US06037222100,Census Tract 2221,"Census Tract 2221, Los Angeles County, California",478935,0,4264,384,404,83,57,9.01,9.55,9.47,1.95,1.34
06037222200,14000US06037222200,Census Tract 2222,"Census Tract 2222, Los Angeles County, California",481869,0,4058,320,244,53,12,7.89,9.96,6.01,1.31,0.3
06037222500,14000US06037222500,Census Tract 2225,"Census Tract 2225, Los Angeles County, California",652465,0,4893,300,203,136,36,6.13,7.21,4.15,2.78,0.74
06037222600,14000US06037222600,Census Tract 2226,"Census Tract 2226, Los Angeles County, California",651938,0,5525,173,319,87,8,3.13,10.46,5.77,1.57,0.14
06037222700,14000US06037222700,Census Tract 2227,"Census Tract 2227, Los Angeles County, California",821876,0,3776,0,0,0,0,0,0.95,0,0,0
06037224010,14000US06037224010,Census Tract 2240.10,"Census Tract 2240.10, Los Angeles County, California",830399,0,2933,96,208,81,39,3.27,7.57,7.09,2.76,1.33
06037224020,14000US06037224020,Census Tract 2240.20,"Census Tract 2240.20, Los Angeles County, California",1232331,0,2652,284,37,11,0,10.71,11.73,1.4,0.41,0
06037224200,14000US06037224200,Census Tract 2242,"Census Tract 2242, Los Angeles County, California",368196,0,2403,123,110,31,13,5.12,6.99,4.58,1.29,0.54
06037224310,14000US06037224310,Census Tract 2243.10,"Census Tract 2243.10, Los Angeles County, California",180792,0,2164,193,95,0,40,8.92,6.65,4.39,0,1.85
06037224320,14000US06037224320,Census Tract 2243.20,"Census Tract 2243.20, Los Angeles County, California",290769,0,3144,133,248,101,171,4.23,5.82,7.89,3.21,5.44
06037224410,14000US06037224410,Census Tract 2244.10,"Census Tract 2244.10, Los Angeles County, California",453271,0,2990,172,208,77,129,5.75,7.16,6.96,2.58,4.31
06037224420,14000US06037224420,Census Tract 2244.20,"Census Tract 2244.20, Los Angeles County, California",358657,0,2634,108,197,74,36,4.1,10.36,7.48,2.81,1.37
06037224600,14000US06037224600,Census Tract 2246,"Census Tract 2246, Los Angeles County, California",718926,0,3512,250,180,61,58,7.12,8.97,5.13,1.74,1.65
06037224701,14000US06037224701,Census Tract 2247.01,"Census Tract 2247.01, Los Angeles County, California",235489,0,2778,16,10,0,0,0.58,0.32,0.36,0,0
06037224702,14000US06037224702,Census Tract 2247.02,"Census Tract 2247.02, Los Angeles County, California",395566,0,2925,0,25,13,0,0,1.26,0.85,0.44,0
06037226001,14000US06037226001,Census Tract 2260.01,"Census Tract 2260.01, Los Angeles County, California",1034764,0,2261,136,9,40,0,6.02,6.77,0.4,1.77,0
06037226002,14000US06037226002,Census Tract 2260.02,"Census Tract 2260.02, Los Angeles County, California",2568345,0,1912,28,62,43,0,1.46,9.94,3.24,2.25,0
06037226410,14000US06037226410,Census Tract 2264.10,"Census Tract 2264.10, Los Angeles County, California",282483,0,3588,140,183,75,23,3.9,6.13,5.1,2.09,0.64
06037226420,14000US06037226420,Census Tract 2264.20,"Census Tract 2264.20, Los Angeles County, California",426940,0,5488,339,368,129,34,6.18,9.2,6.71,2.35,0.62
06037226701,14000US06037226701,Census Tract 2267.01,"Census Tract 2267.01, Los Angeles County, California",376108,0,3115,297,71,0,0,9.53,11.69,2.28,0,0
06037226702,14000US06037226702,Census Tract 2267.02,"Census Tract 2267.02, Los Angeles County, California",406619,0,4342,293,226,100,5,6.75,10.71,5.2,2.3,0.12
06037227010,14000US06037227010,Census Tract 2270.10,"Census Tract 2270.10, Los Angeles County, California",579198,0,5104,378,328,41,17,7.41,5.92,6.43,0.8,0.33
06037227020,14000US06037227020,Census Tract 2270.20,"Census Tract 2270.20, Los Angeles County, California",440119,0,3798,230,144,78,21,6.06,10.32,3.79,2.05,0.55
06037228100,14000US06037228100,Census Tract 2281,"Census Tract 2281, Los Angeles County, California",1003328,0,5785,402,493,65,41,6.95,7.23,8.52,1.12,0.71
06037228210,14000US06037228210,Census Tract 2282.10,"Census Tract 2282.10, Los Angeles County, California",411032,0,4398,356,284,171,26,8.09,11.71,6.46,3.89,0.59
06037228220,14000US06037228220,Census Tract 2282.20,"Census Tract 2282.20, Los Angeles County, California",366214,0,4792,245,282,74,12,5.11,8.7,5.88,1.54,0.25
06037228310,14000US06037228310,Census Tract 2283.10,"Census Tract 2283.10, Los Angeles County, California",546319,0,4493,297,184,47,58,6.61,7.23,4.1,1.05,1.29
06037228320,14000US06037228320,Census Tract 2283.20,"Census Tract 2283.20, Los Angeles County, California",337041,0,3230,187,118,5,0,5.79,6.32,3.65,0.15,0
06037228410,14000US06037228410,Census Tract 2284.10,"Census Tract 2284.10, Los Angeles County, California",277715,0,3388,185,128,15,41,5.46,7.97,3.78,0.44,1.21
06037228420,14000US06037228420,Census Tract 2284.20,"Census Tract 2284.20, Los Angeles County, California",277393,0,3155,163,24,47,0,5.17,9.98,0.76,1.49,0
06037228500,14000US06037228500,Census Tract 2285,"Census Tract 2285, Los Angeles County, California",448896,0,4818,387,161,75,16,8.03,5.4,3.34,1.56,0.33
06037228600,14000US06037228600,Census Tract 2286,"Census Tract 2286, Los Angeles County, California",526963,0,5226,360,316,38,0,6.89,7.41,6.05,0.73,0
06037228710,14000US06037228710,Census Tract 2287.10,"Census Tract 2287.10, Los Angeles County, California",404789,0,4141,385,115,69,8,9.3,8.28,2.78,1.67,0.19
06037228720,14000US06037228720,Census Tract 2287.20,"Census Tract 2287.20, Los Angeles County, California",404152,0,5000,348,238,37,17,6.96,9.54,4.76,0.74,0.34
06037228800,14000US06037228800,Census Tract 2288,"Census Tract 2288, Los Angeles County, California",844484,0,5436,325,186,94,35,5.98,11.55,3.42,1.73,0.64
06037228900,14000US06037228900,Census Tract 2289,"Census Tract 2289, Los Angeles County, California",515517,0,3074,191,131,134,6,6.21,8.91,4.26,4.36,0.2
06037229100,14000US06037229100,Census Tract 2291,"Census Tract 2291, Los Angeles County, California",475049,0,4828,326,221,69,44,6.75,10.48,4.58,1.43,0.91
06037229200,14000US06037229200,Census Tract 2292,"Census Tract 2292, Los Angeles County, California",445674,0,4726,193,301,175,18,4.08,9.88,6.37,3.7,0.38
06037229300,14000US06037229300,Census Tract 2293,"Census Tract 2293, Los Angeles County, California",502416,515,5702,444,172,17,1,7.79,8.49,3.02,0.3,0.02
06037229410,14000US06037229410,Census Tract 2294.10,"Census Tract 2294.10, Los Angeles County, California",542426,0,3952,502,143,51,0,12.7,7.24,3.62,1.29,0
06037229420,14000US06037229420,Census Tract 2294.20,"Census Tract 2294.20, Los Angeles County, California",584157,0,4249,472,95,64,14,11.11,10.71,2.24,1.51,0.33
06037231100,14000US06037231100,Census Tract 2311,"Census Tract 2311, Los Angeles County, California",894059,0,3590,144,178,86,18,4.01,9.08,4.96,2.4,0.5
06037231210,14000US06037231210,Census Tract 2312.10,"Census Tract 2312.10, Los Angeles County, California",320683,0,4348,305,304,68,7,7.01,7.89,6.99,1.56,0.16
06037231220,14000US06037231220,Census Tract 2312.20,"Census Tract 2312.20, Los Angeles County, California",965178,0,4727,282,159,308,68,5.97,7.7,3.36,6.52,1.44
06037231301,14000US06037231301,Census Tract 2313.01,"Census Tract 2313.01, Los Angeles County, California",233928,0,2593,258,278,90,20,9.95,10.91,10.72,3.47,0.77
06037231302,14000US06037231302,Census Tract 2313.02,"Census Tract 2313.02, Los Angeles County, California",423524,0,3265,297,144,80,42,9.1,15.8,4.41,2.45,1.29
06037231400,14000US06037231400,Census Tract 2314,"Census Tract 2314, Los Angeles County, California",621035,0,4950,358,403,132,102,7.23,15.43,8.14,2.67,2.06
06037231500,14000US06037231500,Census Tract 2315,"Census Tract 2315, Los Angeles County, California",919207,0,5154,271,386,293,22,5.26,16.14,7.49,5.68,0.43
06037231601,14000US06037231601,Census Tract 2316.01,"Census Tract 2316.01, Los Angeles County, California",319388,0,2394,87,125,66,21,3.63,17.13,5.22,2.76,0.88
06037231602,14000US06037231602,Census Tract 2316.02,"Census Tract 2316.02, Los Angeles County, California",315013,0,2029,50,132,70,10,2.46,15.43,6.51,3.45,0.49
06037231603,14000US06037231603,Census Tract 2316.03,"Census Tract 2316.03, Los Angeles County, California",320263,0,2868,264,239,75,56,9.21,8.19,8.33,2.62,1.95
06037231710,14000US06037231710,Census Tract 2317.10,"Census Tract 2317.10, Los Angeles County, California",323785,0,4163,251,167,80,15,6.03,9.94,4.01,1.92,0.36
06037231720,14000US06037231720,Census Tract 2317.20,"Census Tract 2317.20, Los Angeles County, California",472239,0,5295,428,508,83,90,8.08,10.84,9.59,1.57,1.7
06037231800,14000US06037231800,Census Tract 2318,"Census Tract 2318, Los Angeles County, California",520258,0,5402,364,201,51,22,6.74,8.42,3.72,0.94,0.41
06037231901,14000US06037231901,Census Tract 2319.01,"Census Tract 2319.01, Los Angeles County, California",244763,0,3259,294,165,73,29,9.02,9.94,5.06,2.24,0.89
06037231902,14000US06037231902,Census Tract 2319.02,"Census Tract 2319.02, Los Angeles County, California",324078,0,3097,219,88,31,0,7.07,11.53,2.84,1,0
06037232110,14000US06037232110,Census Tract 2321.10,"Census Tract 2321.10, Los Angeles County, California",380033,0,3180,293,161,37,0,9.21,11.98,5.06,1.16,0
06037232120,14000US06037232120,Census Tract 2321.20,"Census Tract 2321.20, Los Angeles County, California",521876,0,5305,544,206,60,0,10.25,10.12,3.88,1.13,0
06037232200,14000US06037232200,Census Tract 2322,"Census Tract 2322, Los Angeles County, California",522951,0,3727,141,292,157,60,3.78,11,7.83,4.21,1.61
06037232300,14000US06037232300,Census Tract 2323,"Census Tract 2323, Los Angeles County, California",628761,0,5213,376,392,64,135,7.21,8.94,7.52,1.23,2.59
06037232401,14000US06037232401,Census Tract 2324.01,"Census Tract 2324.01, Los Angeles County, California",569689,0,3673,264,382,52,0,7.19,15.11,10.4,1.42,0
06037232402,14000US06037232402,Census Tract 2324.02,"Census Tract 2324.02, Los Angeles County, California",543260,0,3061,90,241,189,12,2.94,13.95,7.87,6.17,0.39
06037232500,14000US06037232500,Census Tract 2325,"Census Tract 2325, Los Angeles County, California",767691,0,4895,139,428,158,46,2.84,15.67,8.74,3.23,0.94
06037232601,14000US06037232601,Census Tract 2326.01,"Census Tract 2326.01, Los Angeles County, California",263865,0,1935,74,169,34,26,3.82,10.49,8.73,1.76,1.34
06037232602,14000US06037232602,Census Tract 2326.02,"Census Tract 2326.02, Los Angeles County, California",531420,0,5251,361,239,135,98,6.87,10.21,4.55,2.57,1.87
06037232701,14000US06037232701,Census Tract 2327.01,"Census Tract 2327.01, Los Angeles County, California",277476,0,2537,152,139,98,19,5.99,7.96,5.48,3.86,0.75
06037232702,14000US06037232702,Census Tract 2327.02,"Census Tract 2327.02, Los Angeles County, California",453727,0,4332,165,92,115,13,3.81,11.13,2.12,2.65,0.3
06037232800,14000US06037232800,Census Tract 2328,"Census Tract 2328, Los Angeles County, California",426644,0,4436,345,194,30,38,7.78,9.31,4.37,0.68,0.86
06037234001,14000US06037234001,Census Tract 2340.01,"Census Tract 2340.01, Los Angeles County, California",677242,0,2342,62,259,225,70,2.65,16.23,11.06,9.61,2.99
06037234002,14000US06037234002,Census Tract 2340.02,"Census Tract 2340.02, Los Angeles County, California",564640,0,3093,315,334,221,25,10.18,10.9,10.8,7.15,0.81
06037234200,14000US06037234200,Census Tract 2342,"Census Tract 2342, Los Angeles County, California",882906,0,2487,123,321,168,101,4.95,13.35,12.91,6.76,4.06
06037234301,14000US06037234301,Census Tract 2343.01,"Census Tract 2343.01, Los Angeles County, California",503984,0,1749,203,185,30,54,11.61,12.98,10.58,1.72,3.09
06037234302,14000US06037234302,Census Tract 2343.02,"Census Tract 2343.02, Los Angeles County, California",366305,0,2181,108,142,108,64,4.95,21.6,6.51,4.95,2.93
06037234501,14000US06037234501,Census Tract 2345.01,"Census Tract 2345.01, Los Angeles County, California",751800,0,2957,133,227,155,109,4.5,6.66,7.68,5.24,3.69
06037234502,14000US06037234502,Census Tract 2345.02,"Census Tract 2345.02, Los Angeles County, California",544855,0,2706,117,293,96,29,4.32,11.53,10.83,3.55,1.07
06037234600,14000US06037234600,Census Tract 2346,"Census Tract 2346, Los Angeles County, California",1303261,598,4875,118,289,274,71,2.42,13.23,5.93,5.62,1.46
06037234700,14000US06037234700,Census Tract 2347,"Census Tract 2347, Los Angeles County, California",742058,0,3721,90,380,249,30,2.42,8.98,10.21,6.69,0.81
06037234800,14000US06037234800,Census Tract 2348,"Census Tract 2348, Los Angeles County, California",654190,0,3489,137,239,70,69,3.93,14.3,6.85,2.01,1.98
06037234901,14000US06037234901,Census Tract 2349.01,"Census Tract 2349.01, Los Angeles County, California",325412,0,3203,168,199,89,35,5.25,9.52,6.21,2.78,1.09
